,asin,title,overall,vote,verified,reviewTime,reviewerID,style,reviewerName,reviewText,summary,unixReviewTime,image
1171,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 11, 2015",A131P3Q5KRDJ08,{'Style:': ' Retail'},Zachary P Goldman,Does very well.,Five Stars,1423612800,
1172,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"02 11, 2015",AW8XIUBDASH43,{'Style:': ' Retail'},TxTeacher,just what I wanted.,Four Stars,1423612800,
1173,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"02 11, 2015",AIH1PJU1KNYLU,{'Style:': ' Retail'},Kyle X. Hourihan,"never got used to the inverse slant of this keyboard, gave it away.",Three Stars,1423612800,
1174,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,1.0,,False,"02 11, 2015",AN6RGHYYVYZLT,{'Style:': ' Business'},Amerasian Goddess,"When I first purchased this keyboard, I thought it was FABULOUS!  I loved the way the keys felt as I typed, I liked the ergonomically positioned keys, loved the built in wrist rest, the additional ""lift"" piece for even more ergonomic comfort... the unusual looks I got from my clients as they saw me type away, and especially the flustered/bewildered looks on the IT guys faces when they ""had to"" use my computer.

However the honeymoon phase was exactly that... and my keyboard soon died, one key at a time.  After a couple of months of use (up to 8 hours a day, 5 days a week).  By the time I couldn't handle it anymore, 13 keys were down for the count: C, I, O, U, Y, Z, the main ENTER key, the  key, /, *, -, Insert, and Delete.  Needless to say, the inability to use these keys made this keyboard useless.

Hoping that there may be a debris under the keys issue - I cleaned it out.  Since I had only had the keyboard a couple months, there was nothing to be cleaned out.  I deleted and re-installed the keyboard and intellitype pro drivers, and it still didn't help.  I tried other USB ports, on my computer and several other computers... still didn't work.  Trying to find some way of fixing this problem I Googled ""certain letters don't work on my ms natural keyboard"" and got A LOT OF HITS.  Apparently, this is a ""across the board"" problem - to the point where I believe this item should be put on the recall list.

When I purchased this keyboard, it was $100.  Now, it can be bought for around $29.95... even with the lower price, I still wouldn't buy this keyboard.  If I wanted to give my money to someone/something - the last place I'd be making my ""donation"" is with Microsoft.",Great... while it lasted... Buyer Beware.,1423612800,
1175,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 10, 2015",A8TW09JURZF98,{'Style:': ' Business'},funky cold medina,"At work, we needed a keyboard that would be as quiet as possible.  However, I also really wanted it to be ergonomically correct. This keyboard has been a good solution. It's about as quiet as a keyboard could be, and I appreciate the ergonomic spacing of the keys.","quiet keys, ergonomic comfort",1423526400,
1176,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 10, 2015",A2OEEL9QPDMRGR,{'Style:': ' Retail'},Grandma 13,"had a white one for my old computer.  Time for an upgrade, its not at great as my old one but it works.  Louder.",its not at great as my old one but it works,1423526400,
1177,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,False,"02 10, 2015",A2BAS9YDBHCSI0,{'Style:': ' Retail'},Tyler Rhoton,"I work at my desk all day every day and that means I use a keyboard all day every day. After a year or so using a normal keyboard my wrists and fingers would hurt each day after 5 hours of working. One of my co-workers recommended this keyboard and I don't think I will ever go back to a regular normal looking keyboard. It only took me about a day to get used to typing and I love the keyboard riser that brings the front of the keyboard a little bit higher than the back. The best thing is, I have not had any pain in my wrists or hands since using this keyboard (and I've used it for four months!).

If you are on the fence about using an ergonomic keyboard, this is definitely the one to try because it is very cheap (price) and holds up very well!",First ergonomic keyboard and I love it!,1423526400,
1178,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"02 9, 2015",A2B37VC68Z9K7U,{'Style:': ' Retail'},yaguang_li,"Work well, but not as good as expected.",but not as good as expected,1423440000,
1179,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 8, 2015",A1Z6D30ZHW3FWN,{'Style:': ' Retail'},11 Terabytes,"I've been using Microsoft ergonomic keyboards since the 90s and liked my old one very much until I spilled coffee all over it, rendering several keys unusable. But I must say, this one I like even better -- the position of my hands is perfect for touch-typing. Hopefully it will prove as reliable as my trusty former typing companion which served me for the past dozen years.",Excellent typing tool!,1423353600,
1180,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"02 7, 2015",A8NEZLA5LBIJ0,{'Style:': ' Business'},Brian,"I love this keyboard however the first one I received had a ridiculously loud space bar. After placing a return/replacement several responses to my question stated theirs had never reduced its noise over time so I had little faith in the replacement. Unexpectedly it was MUCH better. The larger the key the louder it is. Press the ""M""... almost no sound. Press the ""N"" which is larger... slight sound. Press the Alt and its louder and the space bar was obnoxious and prevented me from wanting to type while my wife was sleeping in the same room. The replacement was significantly better but still a little loud.

On to the actual keyboard: if you have never used an ergonomic keyboard just buy this one and try it. They are a serious improvement over traditional and this one is the best I have ever used. I would rather pay 2x more and get gentle high end key mechanisms, but after using sever high end boards that had the same or worse keys I find this one to be the absolute best for the money.

The zoom feature is more useful that I had imagined it would be and the padded palm rest is very comfortable though I fear it will generate some serious sweaty palm/wrist in the summer when it gets up to 85 in my shop/office.",Best keyboard for the money,1423267200,
1181,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"02 7, 2015",A2D44C448RSL1Z,{'Style:': ' Retail'},Paul E. Seals,"Quick and Easy Review!
Good keyboard but really HUGE!
feels good.",Quick and Easy Review!,1423267200,
1182,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"02 7, 2015",A2K6XRL5PUKWJ9,{'Style:': ' Retail'},abbyjo,"I wear keyboards out, and replace them every few weeks. This is the only model I am comfortable with and I began using them when they first came out, in the dark ages.",Save your wrists from carpel-tunnel,1423267200,
1183,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"02 6, 2015",A1PBGYYJRV0K1E,{'Style:': ' Retail'},Ms. H,My only complaint is that on the old (former) keyboard; the number 6 was on the right hand split and this one it is on the left hand split and I am having a very hard time getting used to it.  I very much like the touch of the keyboard and all other features.,I very much like the touch of the keyboard and all other features,1423180800,
1184,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 4, 2015",A26LHCYHD6BQ4U,{'Style:': ' Business'},Tom G.,"I use this as my keyboard every day and love it. My only complaint is that I wish I could reprogram the center ""zoom"" button to control my volume instead of zoom, but, other than that, I love this keyboard and would definitely recommend it to others.",Best ergo-keyboard I've used,1423008000,
1185,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 3, 2015",A1PY4VY2AXF6BP,{'Style:': ' Retail'},Robert,Still using it years later.,Five Stars,1422921600,
1186,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 2, 2015",A3KIRIR5U26L8N,{'Style:': ' Retail'},Newman Mom,My favorite keyboard. Have one at work and home.,Five Stars,1422835200,
1187,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 1, 2015",A124Y4Y2COE0DF,{'Style:': ' Retail'},David,"I use this daily in the office. There is a slight learning curve, adjusting to the .... curve..., But it's entirely worth it!",I use this daily in the office. There is ...,1422748800,
1188,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 31, 2015",A2SPHMQ2CEED4T,{'Style:': ' Retail'},WNYer,Works good.,Works good.,1422662400,
1189,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 31, 2015",A26SH7RRWSQE72,{'Style:': ' Retail'},Rachel,"I've had a bunch of these. They're an excellent ergo keyboard and nobody else seems to really make an equivalent. I tried an MS sculpt, but I really don't like the chicklet keys as well.",Great ergo keyboard,1422662400,
1190,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 31, 2015",A1URJ5AAT4ZGN3,{'Style:': ' Retail'},Mordsith T,I love this keyboard.  So comfortable for my small wide hands.  Plug and play.,I own two of these.,1422662400,
1191,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,2.0,,True,"01 31, 2015",A2A3J37SZ898YZ,{'Style:': ' Business'},Lars,I already returned one once because the Function keys stopped working. Now the function keys on the replacement stopped working as well. One of the feet that hold it up on an angle has just broke as well (why I'm writing this review finally). I did a CMOS reset and the keyboard ceased functionality until unplugged and replugged in. I love this keyboard aside from those features.,I love this keyboard aside from those features,1422662400,
1192,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 29, 2015",AYGVHDE350TVX,{'Style:': ' Business'},GOILYASTRONG,"Great Keyboard, it takes time to get use to it, but definitely nice addition.",Good Job Microsoft.,1422489600,
1193,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 26, 2015",A1SL5FHOMDDY15,{'Style:': ' Retail'},Howard and Shikha,"I got frustrated with an old Microsoft wireless keyboard that would sometimes ""lose its signal"" so that it would only see every 5th letter you typed.  I don't have a need for a wireless keyboard in my home office and I don't have a PC hooked into my receiver so I ditched my old wireless keyboard for this one.  I've used this keyboard to work from home and my wrists thank me every time I sign off for the day.",Trusty USB ergo keyboard for working from home or gaming,1422230400,
1194,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 26, 2015",A2QJL2PWXQITOP,{'Style:': ' Retail'},Elizabeth,I really love this keybord...it's a great buy!!!!,Very Happy,1422230400,
1195,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 25, 2015",A1RKACXM2SF8OT,{'Style:': ' Business'},Mr. Ken,"I like it, but it has a different feel and fit than my last MS ergonomic keyboard. I will get use to it.  Very good quality.",Nice KB,1422144000,
1196,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,False,"01 25, 2015",A2UNF4FL7G51,{'Style:': ' Retail'},ChuckM,"I've worked with computers for over 35 years, and about 10 years ago I started having wrist problems.  I bought a couple of wireless ergonomic keyboards from another vendor (one for home, the other for work) and used them for a few years.  Thankfully the wrist problem went away.

But I hated the fact that the keys between the alpha keyboard and numeric pad were rearranged from the industry standard.  Why do vendors think they should mess with the standard layout?  Does it save them a few cents in manufacturing cost?

Now I have the Microsoft 4000 at home and at work and I couldn't be happier with them.  The keys are where they're supposed to be, and I never have to wonder when the battery is going to run out.  Microsoft, please don't stop making this keyboard!",Best keyboard I have ever owned!,1422144000,
1197,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,2.0,,True,"01 24, 2015",A4WWFHAOA8AAG,{'Style:': ' Retail'},Lauren Hotchkiss,"Although this may work well for some folks, I did not find the ergonomics of this keyboard helpful for my tendinitis.",I did not find this helpful,1422057600,
1198,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 23, 2015",A2W17CSGJ1NYKH,{'Style:': ' Retail'},yoshi,"better than i thought. I've always used regular keyboards and did notice that my wrist hurts after a while. Read the reviews on this keyboard and decided to give it a try. got it in 2 days with prime. Man, I should gotten this way earlier, I've missed out all those years. For 30 dollars, you should definitely get one. Now my hands rest on the keyboard more naturally. I hope the long term effect is positive and from the way it feels, I am pretty sure it will be. Definitely recommended. Did I mention the palm rest is very comfortable.",Great keyboard.,1421971200,
1199,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,False,"01 22, 2015",ARS39PBKE0I5,{'Style:': ' Retail'},dmb3428,"The first microsoft keyboard I used was white, not sure it was called the ""4000"" but looks identical, when I wore the first one out there was no doubt what I was going to replace it with. I use this keyboard at work where LOTS of typing is done, at first the keyboard feels odd with it's shape but after a while of usage I cant go back to the plain jane straight keyboards as they hurt my wrists for long typing sessions.  I WISH Microsoft would make this keyboard with BACKLIT keys! I do a lot of surfing in the dark and backlit keys are a must! Im planning on purchasing another one soon as I have worn some of the lettering off the keys, I may even stash a few of these in a closet as I suspect they will either discontinue this model or change it in the future. I cant stress enough how awesome this thing is for WORK, once you overcome the ""weirdness"" it will rock your world  and your wrists will thank you!",10+ yrs experience with the microsoft ergonomic keyboard,1421884800,
1200,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"01 21, 2015",A5AGXNHPIZ15L,{'Style:': ' Retail'},Sue V.,"I like the positioning of the keys, to prevent painful wrists, and the hands rest, but this thing is way, way too big.",too big,1421798400,
1201,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,1.0,,True,"01 20, 2015",AFK8ZCV77SBWD,{'Style:': ' Retail'},John cortega,"I like the keyboard and design. I read many great reviews and ended up ordering it.
#1 Issue I had with this is that it doesn't have track pad for mouse.
#2 issue and BIGGEST complain:  Some of the keys stopped working within a year of usage. For Example, I can't press ""C"" I took the keys out and cleaned the keyboard but still doesn't work. I'm not a programmer so not a heavy user. I have not spilled anything ever on this keyboard.

I really wish company would honor this and give me a replacement as i liked the keyboard otherwise.",I like the keyboard and design,1421712000,
1202,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 20, 2015",A84T05FJ9G917,{'Style:': ' Retail'},y3n,"I have owned a Microsoft natural keyboard for years. It definitely helped relieve some of the wrist pain I used to endure compared to using a standard layout keyboard. If you're going to purchase one of these, make sure it's the wired version. I've had endless problems with the wireless version of this keyboard (the 7000 series).",Great ergonomic keyboard,1421712000,
1203,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"01 18, 2015",A2R67QMXJA9GPV,{'Style:': ' Business'},SC23,"Keyboard is just as described and of quality construction, I just don't love it. It has a high profile above my desk, which is good ergnomically but has taken a lot of getting used to. I did adjust to the keys being split into two sections much faster than I thought I would.","fixed issues at my desk, takes some getting used to.",1421539200,
1204,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"01 18, 2015",AF886ECH7SUL,{'Style:': ' Retail'},sam muslmani,This is my second one in a year.i quit using the first one as the left side letters all faded!! i'm so used to its shape can't use another anymore.but i got this  for 2 weeks now and the letter A is gone!!! it's weird that everybody complained about this same issue and Microsoft cares less!! i figured the newer one won't have this problem.,This is my second one in a year. i ...,1421539200,
1205,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 14, 2015",AO6MWU4K8GUCM,{'Style:': ' Business'},Kari....,The device was not good for me and returned but the product was as described and worked fine,Keyboard,1421193600,
1206,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 13, 2015",A2G6D7NYSUGXLP,{'Style:': ' Retail'},Farm Boy,I purchased this keyboard to use at work 8-10 hours a day. I will never type on another keyboard.,Great for work,1421107200,
1207,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 12, 2015",A10HF288PYJ7AF,{'Style:': ' Retail'},bluealicebooks,"I've always loved this keyboard and always will.  Don't attempt to use this keyboard if you don't really know how to type, though.  All of the key presses are fairly soft, with the exception of the space bar.  That one sounds kind of clunky.  Not smooth like all the other keys.  I've had many of these keyboards (the Microsoft Natural Ergonomic 4000) and they were all like that...a clunky space bar.  Overall, I love the natural feel of this keyboard and I'd love to stockpile up a few for the day when Microsoft stops making them.",A great ergonomic keyboard,1421020800,
1208,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 11, 2015",A24E9J1MZBV4C8,{'Style:': ' Retail'},Barbara E Johnson,Exactly what I expected.,Beautiful,1420934400,
1209,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 10, 2015",A1SQD0X45GUV6N,{'Style:': ' Retail'},Khakiola,"The keyboard put my hands in a more natural position, thus reducing strain in my hands and arms while typing. The keyboard is solidly built. The only caution is that the keyboard is a bit wider and higher than standard keyboards and may not fit computer desks that have roll out a keyboard tray.",The keyboard put my hands in a more natural position ...,1420848000,
1210,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 9, 2015",A376OB5YHIDZG3,{'Style:': ' Retail'},Nikki C.,Keyboard works great however I didn't receive a manual. Not sure what some of the keys are for.,Five Stars,1420761600,
1211,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 9, 2015",A2VTL7PJQZL9YI,{'Style:': ' Retail'},Lucien,Space key is hard to push other than that it is amazing,Five Stars,1420761600,
1212,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 8, 2015",A3W53H5F2YLJQ4,{'Style:': ' Business'},Dean Toader,Awesome laptop. Carpal tunnel went away after switching to this keyboard layout.,Five Stars,1420675200,
1213,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,False,"01 7, 2015",A3PZIFW8XYRTDJ,{'Style:': ' Retail'},DGA,"I am on my 2nd one of these and I can't imagine working without it.  I just plain wore the first one out, but it took about 3 years.  I keep the front lifter attached and it holds my wrists level and the built in cushioning avoids pressure spots, no separate wrist rest needed.  I type pretty much all day, so this is perfect and helps keep my CTS from bothering me.  I also love the programmable keys, they make it so much easier to access the programs and docs that I use frequently.  This keyboard is very reasonably priced considering how excellent it is.  I definitely recommend it to anyone who has hand/wrist pain from typing.  If you are new to ergonomic style keyboards, don't worry, you'll get used to it and then you'll wonder how you ever stood the old style flat ones!  I feel like my elbows are tied together when I have to use the flat ones, now.  The ergonomic one allows for a much more natural position.",Comfortable and very functional!,1420588800,
1214,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 6, 2015",A3ISGI5RYY66JD,{'Style:': ' Business'},Jason,"It's does it's job. It took a week to get used to, but now I can't live without it. I don't get fatigued as much using it. I'd recommend but something about the products prevents me from marking it as a 5 star.",I'd recommend but something about the products prevents me from marking ...,1420502400,
1215,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 5, 2015",AQRD3OAUBYOF0,{'Style:': ' Retail'},Jonathan Duran,perfet,Five Stars,1420416000,
1216,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 5, 2015",AFIHZGX5DMIXS,{'Style:': ' Retail'},Rich P,Taking a little getting used to.  But so far I like it.  Definitely will help with wrist support.,But so far I like it. Definitely will help with wrist support,1420416000,
1217,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 4, 2015",APR44BRTTMAJZ,{'Style:': ' Retail'},Amazon Customer,"Take some times to get used to it but it is an awesome keyboard, much better than anything similarly priced keyboard!",Great Keyboard,1420329600,
1218,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 4, 2015",A2NTD7M6GYJ20E,{'Style:': ' Retail'},Walter T.,I use it but it was not what I hoped for! I wouldn't buy that kind of key board again! That is a personal opinion!,I use it but it was not what I hoped ...,1420329600,
1219,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 4, 2015",A24YLWJBRM2QP7,{'Style:': ' Retail'},D. Tucker,Bought this for my wife as she wanted to a new kayboard. (upgrade from the standard Dell provided keyboard). She is getting used to the key board layout but overall loves the keyboard so far. Very nice feel and well designed for people that know the keyboard well.,Comfortable.,1420329600,
1220,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 3, 2015",A1GT456ASF0SXD,{'Style:': ' Retail'},John B. Carpenter,Great keyboard.  Truly is ergonomic unlike most competing products,Love this new Keyboard,1420243200,
1221,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 3, 2015",A1XZEV88BVG1CS,{'Style:': ' Retail'},Badminton4Life,love that keyboard.  typing long term has never been so comfortable.  though it's hard to type fast on the keyboard because the keys aren't mechanical.,love that keyboard,1420243200,
1222,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 3, 2015",APCN1K17GJ4SU,{'Style:': ' Business'},westevenssr,"This is a good usable keyboard. I don't like the way it slants down at the back but that is because the previous four keyboards sloped forward. I am sure I will get use to it eventually. I wish it had the key action of the first IBM keyboards, but we will never have that again because of the cost.",This is a good usable keyboard,1420243200,
1223,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 3, 2015",AUNYNI9Z364SJ,{'Style:': ' Business'},Kenneth O Dufour,I've had several of these ergonomic keyboards over the years.  The MS is the best.  Mould not settle for any other.,The best keyboard,1420243200,
1224,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 2, 2015",A7MGTFQGXR8KL,{'Style:': ' Retail'},J. Rogers,Gone through three of these. They are comfortable to use. Have nice features.,They are comfortable to use,1420156800,
1225,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 1, 2015",AL8EULVX7THCQ,{'Style:': ' Retail'},Amazon Customer,"nice product, takes some getting use to but is much easier on the wrists",Five Stars,1420070400,
1226,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 1, 2015",A179JJ907H8DM6,{'Style:': ' Retail'},arier38,Amazing keyboard. Comfortable to type on. Everyone should be using these keyboards. I have my whole office using them and everyone loves them.,Amazing keyboard. Comfortable to type on,1420070400,
1227,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 1, 2015",A17MZQVPMBJ0WH,{'Style:': ' Retail'},Unexploded Minds,"I've always preferred the Microsoft ergonomic keyboards and this one is no exception.  It takes some getting used to but once your muscle memory gets re-wired to the slight differences in key size and placement, it's great.  I'm very glad I went with this one instead of their newest one which I was considering.  It is less expensive and I think more practical from a software development perspective.  Two things I wish they had done better though - the enter key is a bit too small and that zooming dealie would be much more useful as a scroll wheel.  As luck would have it, for a project I'm working on it makes a great dedicated zoom tool.  It is useful occasionally for zooming in and out with Firefox but that's all I've really used it for beyond my own custom software.  It came with the incline already installed so I decided to try using it like that although I haven't used it that way in the past.  Trust me leave it on.  Once you get used to it it's more comfortable.  One other note - this keyboard is pretty big.  Probably the biggest I've ever had, but big for a reason.  I have larger sized hands and could see someone with small hands having some issues stretching say from the home position to the control keys.  In the past they've had the cross layout for the cursor keys that I really disliked.  They've corrected that with the more intuitive inverted 'T' layout.  For me - a person with larger hands that develops software - it's the best comfiest keyboard available.  Why oh why didn't they make that thing in the middle a scroller instead that would have been so handy.  Other than that I love it.",Best Microsoft keyboard yet,1420070400,
1228,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"01 1, 2015",A2KU3MLGEGV0TK,{'Style:': ' Retail'},Daveonator,"Had an old one that still worked, although the numbers wore off after many years of using and there was food crumbs I didn't feel like cleaning out.  That's the only reason why I bought a new one.

Since this keyboard has been so solid for at least 5-10 years, I decided to get two for less than what it cost me back than.

I highly recommend this keyboard to anyone that loves Ergonomic keyboards, it's far superior to other ones I've used and keeps on ticking!",although the numbers wore off after many years of using and there was food crumbs I didn't feel like cleaning out,1420070400,
1229,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"01 1, 2015",A3URMT8SSN83XC,{'Style:': ' Retail'},CathyT,"It's huge--I actually bought it for the office, but ended up trading the ergo MS keyboard I had at home to the office and use this one at home, as the older model keyboard is smaller. I love how quiet all of the letter/number keys are but hate the noisey, clanky sound of the keyboard. Why in the world would they not make that one the same as all the other keys? It's not a deal-breaker for me, since I use it at home, but if I'd used this at the office, I don't think I would have tolerated it very long.",Noisy space bar key,1420070400,
1230,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,False,"01 1, 2015",A2B8DKKQMKCHU9,{'Style:': ' Retail'},J. Palmer,"Great Keyboard!!  I took the advice of a lot of other reviewers and went to a local store to check out the format and layout.  It was perfect for me.  I am a 40-50 word per minute typist (used loosely) and I am at the computer a lot.  I have used other ergonomic keyboards, too.  This is the most comfortable keyboard I have ever used.  It is smooth and has a lot of functionality with programmable keys, etc.  I would also suggest you go to the local store first and check out the layout for your own hands and if it seems comfortable, grab it!!  A great value!!",Great Keyboard!,1420070400,
1231,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 31, 2014",A3MHEVWL4P5H7N,{'Style:': ' Retail'},T. Basic,Excellent. I have this at work and recently got it at home since my hands are large. I am glad that it is black; the first ergonomic keyboard I had was off-white (the first one by Microsoft) and you could tell how dirty it was since it was white! This one won't show much grime!,Excellent. I have this at work and recently got ...,1419984000,
1232,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"12 31, 2014",A3JIARC19PWOYK,{'Style:': ' Retail'},Cyrus,Good Product,Good Product,1419984000,
1233,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"12 31, 2014",A13SKA7UKCPYJC,{'Style:': ' Retail'},Amazon Customer,So far it is to soon to rate it!,Four Stars,1419984000,
1234,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 31, 2014",A1JA60LKUVK82H,{'Style:': ' Business'},Shannan E. Fraser,"Love this!  Took a bit to get used to, as, like many others, I am used to the flat, straight keyboards.  This is really easy to use, once you get used to the lay out.  Also, it is very sturdy, and when my cat lays on it, it doesn't groan, bend or break.  I have gone thru three keyboards in a year, due to the added use by the kitty!",Love this! Took a bit to get used to,1419984000,
1235,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 31, 2014",A21FQA80FJ7H9D,{'Style:': ' Retail'},J. Darwin,Bought this for my home PC and really have like it.  Microsoft keyboards and quality and have good extra keys.  No complaints.,Great Keyboard,1419984000,
1236,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 30, 2014",A21QYZVEY8MKWN,{'Style:': ' Retail'},T. Industries,"Once you get used to having your wrists in this comfortable position, you can never use a straight keyboard again...","... you get used to having your wrists in this comfortable position, you can never use a straight keyboard ...",1419897600,
1237,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 30, 2014",A3OCH9CWE2ZLDC,{'Style:': ' Retail'},Pamela Bridgeforth,Love it.,Five Stars,1419897600,
1238,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 30, 2014",A2M6MJIAYU08V6,{'Style:': ' Retail'},Daniel Esler,I purchased a few of these and asked a few employees to try them out. I never was able to get them back so I've ordered extra and give a new employee the option of either keyboard.,The Employees LOVE these keyboards!,1419897600,
1239,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 30, 2014",ABAQ7XFYRCSHZ,{'Style:': ' Retail'},David H. Pascoe,"If you like a soft-touch, quiet board then this is the one for you. Almost totally quiet with keys that don't stick. Easily programmable with simple software unlike my incomprehensible Logitech that just went in the trash after only a year.",Excellent Quality,1419897600,
1240,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 29, 2014",A3PMDVCSYC2P8E,{'Style:': ' Retail'},Matt,"I love this keyboard. I type all day long on it, coding.",Five Stars,1419811200,
1241,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 29, 2014",A2TFKVOP4PXFQ6,{'Style:': ' Retail'},TechGeek,The 2 employees that asked for these like this. I can't stand it when I sit at their desks. Both people had carpel tunnel before these and say this helps.,Good keyboard,1419811200,
1242,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"12 29, 2014",A1KQO52OH41S69,{'Style:': ' Retail'},Amazon Customer,"Love this keyboard.  I bought one 3 years ago and have been very happy with it.  I thought it was broken (keys auto repeating) so I bought another one.  Turns out my son spilled soda in the first without telling me.  I rinsed it out, let it dry for 3 days and it works!  Now that is robust!  So now I have two of these keyboards, happy with both (one on my desk top and one for the server).",Love this keyboard,1419811200,
